course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
SINH 3102,Literary Sinhala II. .,SINH,001/17234,T 4:30pm - 6:00pm,351c International Affairs Bldg,"Stephane Charitos, Bandara Herath, Christopher Kaiser",3.00,1/3,"This one-semester course further develops students' comprehension of written Literary Sinhala, using sample materials from a variety of genres prepared by the instructor, as well as excerpts from texts relevant to graduate student research (when appropriate)",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
SINH 3102,Literary Sinhala II. .,SINH,001/17234,M 9:15am - 10:45am,351c International Affairs Bldg,"Stephane Charitos, Bandara Herath, Christopher Kaiser",3.00,1/3,"This one-semester course further develops students' comprehension of written Literary Sinhala, using sample materials from a variety of genres prepared by the instructor, as well as excerpts from texts relevant to graduate student research (when appropriate)",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
YORU 1101,ELEMENTARY YORUBA I. .,YORU,001/13133,M T W Th 10:10am - 11:00am,None None,Adeolu Ademoyo,4.00,2/8,"This course is designed to bring students with no background to a point where they can perform most basic linguistic functions in Yoruba, including greetings, likes/dislikes, telling about yourself, describing places and situations, all in appropriate time frames. The class uses a highly interactive classroom style, supplemented by extensive use of video - both prepared and student-produced - and other computer-assisted tools. Please note this course is offered by videoconferencing from Cornell as part of the Shared Course Initiative",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
YORU 2101,INTERMEDIATE YORUBA I. .,YORU,001/13135,M T W Th 9:05am - 9:55am,None None,Adeolu Ademoyo,4.00,4/7,"Prerequisites: YORU W1101-W1102 or the instructor's permission. In this course, learners will continue practicing all four language skills through every day dialogues, writing letters, and describing basic situations. In addition, they will be introduced to Yoruba literature and learn how to read and comprehend basic Yoruba texts, such as newspaper articles. Finally, they will be introduced to current affairs as well as social, artistic and, cultural events and issues in Nigeria. The class uses a highly interactive classroom style, supplemented by extensive use of video - both prepared and student-produced - and other computer-assisted tools. Please note this course is offered by videoconferencing from Cornell as part of the Shared Course Initiative",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
YORU 3101,ADVANCED YORUBA I. .,YORU,001/13136,M W 7:30pm - 9:25pm,None None,Adeolu Ademoyo,3.00,1/3,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
YORU 3997,SUPERVISED READINGS I. .,YORU,001/20766,N/A,N/A,"Stephane Charitos, Adeolu Ademoyo, Christopher Kaiser",2.00,2/1,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 1101,ELEMENTARY ZULU I. .,ZULU,001/13137,M T W Th F 11:35am - 12:25pm,None None,Nandipa Sipengane,4.00,0/5,"Introduces students to the basic structures of Zulu, a Bantu language spoken in South Africa, especially in the Zululand area of KwaZulu/Natal province",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 1102,ELEMENTARY ZULU II. .,ZULU,001/11847,M T W Th 11:35am - 12:25pm,None None,"Stephane Charitos, Nandipa Sipengane",4.00,0/5,"Prerequisites: ZULU W1201-W1202 or the instructor's permission.
Prerequisites: ZULU W1201-W1202 or the instructors permission. Introduces students to the basic structures of Zulu, a Bantu language spoken in South Africa, especially in the Zululand area of KwaZulu/Natal province",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 2101,INTERMEDIATE ZULU I. .,ZULU,001/13138,M T W Th F 9:25am - 10:15am,None None,Nandipa Sipengane,4.00,0/5,Prerequisites: ZULU W1201-W1202 or the instructor's permission. Provides students with an in-depth review of the essentials of the Zulu grammar. Students are also able to practice their language skills in conversation,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 2102,INTERMEDIATE ZULU II. .,ZULU,001/11849,M T W Th 10:30am - 11:20am,None None,"Stephane Charitos, Nandipa Sipengane, Christopher Kaiser",4.00,1/5,"Prerequisites: ZULU W1201-W1202 or the instructor's permission.
Prerequisites: ZULU W1201-W1202 or the instructors permission. Provides students with an in-depth review of the essentials of the Zulu grammar. Students are also able to practice their language skills in conversation",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 3101,ADVANCED ZULU I. .,ZULU,001/13139,M W 1:00pm - 2:15pm,None None,Nandipa Sipengane,3.00,0/5,"Prerequisites: ZULU W1201-W1202 or the instructor's permission.
Prerequisites: ZULU W1201-W1202 or the instructor's permission. This course allows students to practice adanced structures of the Zulu language. Please note this course is offered by videoconference from Yale through the Shared Course Initiative",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 3102,ADVANCED ZULU II. .,ZULU,001/11851,M W 1:00pm - 2:15pm,None None,"Stephane Charitos, Nandipa Sipengane",3.00,0/3,Prerequisites: ZULU W1201-W1202 or the instructors permission. This course allows students to practice adanced structures of the Zulu language. Please note this course is offered by videoconference from Yale through the Shared Course Initiative,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
ZULU 3998,SUPERVISED READINGS I. .,ZULU,001/13140,N/A,N/A,Nandipa Sipengane,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,001/14155,M W F 8:40am - 9:55am,307 Pupin Laboratories,Nicholas Figueroa,4.00,10/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,002/14156,M W F 10:10am - 11:25am,307 Pupin Laboratories,Nicholas Figueroa,4.00,13/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,003/14157,M W F 11:40am - 12:55pm,307 Pupin Laboratories,Nicholas Figueroa,4.00,13/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,004/14158,T Th F 8:40am - 9:55am,327 Uris Hall,Irene Alonso-Aparicio,4.00,10/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,005/14159,T Th F 10:10am - 11:25am,327 Uris Hall,Irene Alonso-Aparicio,4.00,15/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,006/14160,T Th F 11:40am - 12:55pm,602 Northwest Corner,Diana Romero,4.00,10/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,020/00518,M W F 8:40am - 9:55am,225 Milbank Hall,Alex Pereira,4.00,12/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,021/00519,M W Th 10:10am - 11:25am,225 Milbank Hall,Jesus Suarez-Garcia,4.00,15/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,022/00520,M W Th 11:40am - 12:55pm,225 Milbank Hall,Jesus Suarez-Garcia,4.00,16/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,023/00930,T Th F 8:40am - 9:55am,327 Milbank Hall,Antoni Fernandez Parera,4.00,8/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,001/13305,M W F 8:40am - 9:55am,Room TBA,Pat Santalices Torres,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,002/13306,M W F 10:10am - 11:25am,Room TBA,Ninive Vargas de la Pena,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,003/13307,M W F 11:40am - 12:55pm,Room TBA,Alejandra Quintana Arocho,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,004/13308,M W F 11:40am - 12:55pm,Room TBA,Nicholas Figueroa,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,005/13310,T Th F 8:40am - 9:55am,Room TBA,Irene Alonso-Aparicio,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,006/13311,T Th F 10:10am - 11:25am,Room TBA,Irene Alonso-Aparicio,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,007/13312,T Th F 8:40am - 9:55am,Room TBA,Lorena Garcia Barroso,4.00,7/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,008/13313,T Th F 10:10am - 11:25am,Room TBA,Lorena Garcia Barroso,4.00,10/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,009/13314,T Th F 11:40am - 12:55pm,Room TBA,Lorena Garcia Barroso,4.00,5/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,010/16491,M W F 8:40am - 9:55am,Room TBA,,4.00,0/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,011/16492,M W F 10:10am - 11:40am,Room TBA,,4.00,1/15,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,020/00465,M W Th 8:40am - 9:55am,223 Milbank Hall,Maria Lozano,4.00,6/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,021/00466,M W Th 10:10am - 11:25am,223 Milbank Hall,Maria Lozano,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,022/00467,T Th F 10:10am - 11:25am,302 Milbank Hall,Jesus Suarez-Garcia,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,023/00468,T Th F 11:40am - 12:55pm,227 Milbank Hall,Jesus Suarez-Garcia,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1101,ELEMENTARY SPANISH I. .,SPAN,024/00469,M W F 11:40am - 12:55pm,225 Milbank Hall,Alex Pereira,4.00,12/12,"Prerequisites: a score of 0-279 in the department's Placement Examination.
Prerequisites: a score of 0-279 on the department's Spanish as a Second Language Placement exam. An introduction to Spanish communicative competence, with stress on basic oral interaction, reading, writing, and cultural knowledge. Principal objectives are to understand and produce commonly used sentences to satisfy immediate needs; ask and answer questions about personal details such as where we live, people we know and things we have; interact in a simple manner with people who speak clearly, slowly and are ready to cooperate; and understand simple and short written and audiovisual texts in Spanish. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1102,ELEMENTARY SPANISH II. .,SPAN,001/14386,M W Th 2:40pm - 3:55pm,313 Hamilton Hall,Jose Placido Ruiz-Campillo,4.00,15/15,"Prerequisites: SPAN UN1101 SPAN W1101, or a score of 280-379 in the department's Placement Examination.
Prerequisites: SPAN UN1101 or a score of 280-379 on the department’s Spanish as a Second Language Placement exam. An intensive introduction to Spanish language communicative competence, with stress on basic oral interaction, reading, writing and cultural knowledge as a continuation of SPAN UN1101. The principal objectives are to understand sentences and frequently used expressions related to areas of immediate relevance; communicate in simple and routine tasks requiring a direct exchange of information on familiar matters; describe in simple terms aspects of our background and personal history; understand the main point, the basic content, and the plot of filmic as well as short written texts. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1102,ELEMENTARY SPANISH II. .,SPAN,002/14387,M W Th 4:10pm - 5:25pm,313 Hamilton Hall,Jose Placido Ruiz-Campillo,4.00,15/15,"Prerequisites: SPAN UN1101 SPAN W1101, or a score of 280-379 in the department's Placement Examination.
Prerequisites: SPAN UN1101 or a score of 280-379 on the department’s Spanish as a Second Language Placement exam. An intensive introduction to Spanish language communicative competence, with stress on basic oral interaction, reading, writing and cultural knowledge as a continuation of SPAN UN1101. The principal objectives are to understand sentences and frequently used expressions related to areas of immediate relevance; communicate in simple and routine tasks requiring a direct exchange of information on familiar matters; describe in simple terms aspects of our background and personal history; understand the main point, the basic content, and the plot of filmic as well as short written texts. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1102,ELEMENTARY SPANISH II. .,SPAN,003/14391,M W Th 5:40pm - 6:55pm,313 Hamilton Hall,Jose Placido Ruiz-Campillo,4.00,12/15,"Prerequisites: SPAN UN1101 SPAN W1101, or a score of 280-379 in the department's Placement Examination.
Prerequisites: SPAN UN1101 or a score of 280-379 on the department’s Spanish as a Second Language Placement exam. An intensive introduction to Spanish language communicative competence, with stress on basic oral interaction, reading, writing and cultural knowledge as a continuation of SPAN UN1101. The principal objectives are to understand sentences and frequently used expressions related to areas of immediate relevance; communicate in simple and routine tasks requiring a direct exchange of information on familiar matters; describe in simple terms aspects of our background and personal history; understand the main point, the basic content, and the plot of filmic as well as short written texts. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
SPAN 1102,ELEMENTARY SPANISH II. .,SPAN,004/14388,M W F 8:40am - 9:55am,313 Pupin Laboratories,Cristian Romero,4.00,15/15,"Prerequisites: SPAN UN1101 SPAN W1101, or a score of 280-379 in the department's Placement Examination.
Prerequisites: SPAN UN1101 or a score of 280-379 on the department’s Spanish as a Second Language Placement exam. An intensive introduction to Spanish language communicative competence, with stress on basic oral interaction, reading, writing and cultural knowledge as a continuation of SPAN UN1101. The principal objectives are to understand sentences and frequently used expressions related to areas of immediate relevance; communicate in simple and routine tasks requiring a direct exchange of information on familiar matters; describe in simple terms aspects of our background and personal history; understand the main point, the basic content, and the plot of filmic as well as short written texts. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
