course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
N/A,ITAL GU4185 The Making of Italy: The Risorgimento in Global Context. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,ITAL GU4220 INTRO-HIST ＆ THEORY-LIT INTERP. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,CLIA GU4300 Renaissance Orientalism. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course offers an overview of the scholarly debate about the Renaissance during the last twenty years (2001-2021), with a particular focus on the relationship between early modern Italy, Europe, and Muslim Eurasia. This class intends to give students insight into and philological tools to engage the current debate about the revision of the concept—and the period—of the Renaissance (broadly 1350-1570). We will read both primary (Petrarch, Pico della Mirandola, Galateo, Leonardo Bruni, Leo Africanus) and secondary sources in order to understand the main trends of philological and historical research about early modern Eurasia in the last twenty years. We will read about how Petrarch’s anti-Arabism has been analyzed and used by twentieth-century Medievalists. We will explore how Said’s Return to Philology influenced the study of the transmission of texts in the Early Modern World. Also, we will try to understand the role of Islam, Muhammad, and the Ottoman Empire in the evolution of European political thought. Similarly, we will dive into Early Modern European representations of the Muslim Other, as well as into Arabic travel writing about Early Modern Europe. The main goal of this class is to discuss with the students about what happened in the field of Renaissance studies in the last two decades, roughly between September 11, 2001 and our current “post”-pandemic world, with a particular attention to the study of literary texts, intellectual and cultural history, the history and theory of translation. In English",https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,ITAL GU4395 Fifty Years of Impatience: The Italian Novel between 1950-2000. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,CLIA GU4499 Mediterranean Humanities I. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Mediterranean Humanities I explores the literatures of the Mediterranean from the late Middle Ages to the Early Nineteenth Century. We will read Boccaccio, and Cervantes, as well as Ottoman poetry, Iberian Muslim apocalyptic literature, and the Eurasian connected versions of the One Thousand and One Nights. We will dive into the travel of texts and people, stories and storytellers across the shores of the Middle Sea. Based on the reading of literary texts (love poetry, short stories, theater, and travel literature), as well as letters, biographies, memoirs, and other ego-documents produced and consumed in the Early Modern Mediterranean, we will discuss big themes as Orientalism, estrangement, forced mobility, connectivity, multiculturalism and the clash of civilizations. Also, following in the footsteps of Fernand Braudel and Erich Auerbach, we will reflect on the Mediterranean in the age of the first globalization as a laboratory of the modern global world and world literature",https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,CLIA GU4700 The Mediterranean in History and Anthropology. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,ITAL GU4725 Pirandello and Modern Drama. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,CLIA GU4725 PIRANDELLO ＆ MOD ITALIAN DRAMA. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,HNGR UN3340 Advanced Hungarian Grammar. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,HNGR UN3341 ADVANCED READINGS IN HUNGARIAN. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: HNGR W1201-W1202 and HNGR W3340, or the equivalent.",https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,HNGR UN3343 DESCRIPTIVE GRAMMAR-HUNGARIAN. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course is designed for those curious about the structure of Hungarian - an unusual language with a complex grammar quite different from English, or, indeed, any Indo -European language. The study of Hungarian, a language of the Finno-Ugric family, offers the opportunity to learn about the phonology of vowel harmony, the syntax of topic-comment discourse, verb agreement with subjects and objects, highly developed case systems and possessive nominal paradigms. In addition to its inflectional profile, Hungarian derivation possibilities are vast, combinatory, and playful. During the semester we will touch upon all the important grammatical aspects of Hungarian and discuss them in relation to general linguistic principles and discourse, and finally, through some text analysis, see them in action. Although the primary discussion will center on Hungarian, we will draw on comparisons to other Finno-Ugric languages, most notably Finnish and Komi; students are encouraged to draw on comparisons with their own languages of interest. No prerequisite. Counts as Core Linguistics",https://bulletin.columbia.edu/columbia-college/departments-instruction/italian/
N/A,JAZZ GU4900 Jazz and the Literary Imagination. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/jazz-studies/
N/A,JAZZ GU4920 Jazz and Cinema. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/jazz-studies/
N/A,"HIST GU4601 JEWS-LATER ROMAN EMP,300-600CE. .",N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course will explore the background and examine some of the manifestations of the first Jewish cultural explosion after 70 CE. Among the topics discussed: the Late Roman state and the Jews, the rise of the synagogue, the redaction of the Palestinian Talmud and midrashim, the piyyut and the Hekhalot",https://bulletin.columbia.edu/columbia-college/departments-instruction/jewish-studies/
N/A,AKAD OC1101 ELEMENTARY AKKADIAN I. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,AKAD OC1102 ELEMENTARY AKKADIAN II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Introduction to cuneiform script and to the Akkadian language, with emphasis on grammatical structure",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,AKAD OC2102 INTERMEDIATE AKKADIAN II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,Further readings in Akkadian literature,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,EGYP OC1102 ELEMENTARY ANCIENT EGYPTIAN II: INTRO TO CLASSICAL HIEROGLYPHIC EGYPTIAN (MIDDLE EGYPTIAN). .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course, the second in a two-semester sequence, will introduce students to the Middle Egyptian (Classical) dialect of the ancient Egyptian language. Students will become familiar with the hieroglyphic writing system, as well as key elements of the grammar and vocabulary of Middle Egyptian",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,EGYP OC2101 INTERMEDIATE ANCIENT EGYPTIAN I: ANCIENT EGYPTIAN TEXTS. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,Advanced readings in ancient Egyptian texts,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,EGYP OC2102 INTERMEDIATE ANCIENT EGYPTIAN II: ANCIENT EGYPTIAN TEXTS. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course will focus on reading Middle Egyptian texts in a variety of genres. Special consideration will be given to the grammar of the texts, as well as the materiality and historical, cultural, and archaeological context",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,ARAM OC1102 ELEMENTARY ARAMAIC II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,ARAM OC2101 INTERMEDIATE ARAMAIC I. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,ARAM OC2102 INTERMEDIATE ARAMAIC II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,BURM UN1102 ELEMENTARY BURMESE II. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,This course is the second part of the Elementary Burmese level and aims to train students to achieve basic skills in Burmese. In this course student will continue to develop their competency in reading and writing the Burmese script. Students will also continue to practice basic spoken Burmese,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,BURM UN2101 Intermediate Burmese. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course is for students who have taken first-year Burmese or learned some Burmese elsewhere and know how to read and write Burmese script. Students will continue learning all major aspects of the language at the intermediate level, including the reading and understanding of formal-style texts. In spoken Burmese, students will practice communicating at the increasingly complicated and practically useful level. Some of the assignments are completed online using interactive video and audio materials",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,BURM UN2102 Intermediate Burmese II. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course extends intermediate language study in the Burmese language, building on structures and concepts introduced in Intermediate Burmese I. Students will hone their competency in reading and writing Burmese script, including formal style. Students will also practice spoken Burmese using compound sentences",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,BURM UN3101 ADVANCED BURMESE. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,BURM UN3998 SUPERVISED READINGS I. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,CHRK UN1101 Elementary Cherokee I. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"An introduction to the Cherokee language, with emphasis on Cherokee culture and history, grammar, vocabulary, and conversational and comprehension skills. The focus is on the use of visual and audio materials, communicative activities, and interaction with Cherokee speakers and community members",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,CHRK UN2101 Intermediate Cherokee I. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Students continue to expand their knowledge of the Cherokee language through the use of visual and audio materials, as well as various communicative activities. The goals and objectives of this course include transcribing from Cherokee syllabary to phonetics, conjugating simple verbs in the progressive past, present, habitual, and progressive future, and reading and comprehending levels of text written between novice low to intermediate low in the Cherokee syllabary and phonetics",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,KHMR UN1101 Elementary Khmer I. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,KHMR UN1102 Elementary Khmer II. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,NEPA UN2102 Intermediate Nepali II. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Intermediate instruction in spoken grammar and verbal comprehension skills, with special attention to developing technical vocabularies and other verbal skills appropriate to students' professional fields",https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,SINH UN1102 Elementary Sinhala II. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,SINH UN2102 Intermediate Sinhala II. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,Prerequisites: SINH W1101-1102 or the instructor's permission.,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,SUMR GU4101 BEGINNING SUMERIAN I. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,SUMR GU4102 BEGINNING SUMERIAN II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,YORU UN1102 Elementary Yoruba II. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,YORU UN2102 Intermediate Yoruba II. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,Prerequisites: YORU W1101-W1102 or the instructor's permission.,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,YORU UN3102 ADVANCED YORUBA II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/language-resource-center/
N/A,SPAN UN1120 COMPREHENSIVE BEGINNING SPAN. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prerequisites: This course is an intensive and fast-paced coverage of both SPAN W1101 and SPAN W1102. Students MUST meet the following REQUIREMENTS: 1. A minimum of 3 years of high school Spanish (or the equivalent) AND a score of 330 or above in the Department's Placement Examination, OR 2. fluency in a language other than English (preferably another Romance language). If you fulfill the above requirements, you do not need instructor's permission to register. HOWEVER, the instructor will additionally assess student proficiency during the Change of Program Period. Students who do not have the necessary proficiency level may not remain in this course.
Intensive, fast-paced elementary Spanish course for multilingual learners who have had little to no formal education in Spanish. Replaces the sequence SPAN UN1101-SPAN UN1102. Prerequisites: Take the Department's Language Placement Examination. (It is only for diagnostic purposes, to assess your language learning skills, not your knowledge of Spanish). If you score approximately 330 OR MORE, you may qualify for this course if: - you have had little to no formal education in Spanish, AND - you identify with ONE of the following language learner profiles: Learners of Spanish as a 3rd language: fluent in a language other than English Informal learners of Spanish: English speakers who have “picked up” Spanish by interacting with Spanish speakers in informal settings “Receptive” Spanish heritage learners: English dominant, but you understand Spanish spoken by family and community members (The exam is only an initial assessment for diagnostic purposes. Your score might be high, even if you have never studied Spanish in a formal setting). You do not need my permission to register*. I will further assess your level during the Change of Program period. Feel free to contact me if you have any questions or if you are unsure about your placement in this course. *Students who do not have the necessary proficiency level may not remain in this course. All Columbia students must take Spanish language courses (UN 1101-3300) for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,SPAN UN3991 SENIOR SEMINAR. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prerequisites: senior major or concentrator status.
The course is a requirement for all the LAIC majors. In this seminar, students develop an individual research project and write an essay under the guidance of the course’s instructor and in dialogue with the other participants’ projects After an introductory theoretical and methodological section, and a research session at the library, the syllabus is entirely constructed on the students’ projects. Every participant is in charge of a weekly session. Essay outlines and drafts are discussed with the group throughout the semester. The final session is a public symposium with external respondents",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,SPAN UN3315 New York as Theatre of Spanish Modernity. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,SPAN UN3366 Unseen Things: Fantastic Narratives in Contemporary Spain. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,SPAN UN3731 ENV. ＆ CITI: CULTRS OF IBERIAN PENINSULA. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,SPAN GU4010 LANGUAGE CROSSING IN LATINX CARIBBEAN CULTURAL PRODUCTION. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,SPAN G4030 Spanish Pragmatics. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,CPLS GU4810 Theories of the Subject. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,PORT UN3101 CONVERS ABOUT LUSOPHONE WORLD. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: PORT W1220.
Prerequisites: PORT W1220. This conversation class will help students develop their oral proficiency in Portuguese. We will discuss current events, participate in challenging pronunciation exercises, improve understanding of Portuguese idioms, develop conversation strengths, confront weaknesses, and increase fluency in spoken Portuguese",https://bulletin.columbia.edu/columbia-college/departments-instruction/latin-american-iberian-cultures/
N/A,"LING UN3102 Endangered Languages in the Global City: Lang, Culture, and Migration in Contempary NYC. .",N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Of the world’s estimated 7,000 languages – representing migrations and historical developments thousands of years old – the majority are oral, little-documented, and increasingly endangered under the onslaught of global languages like English. This course will take the unprecedented, paradoxical linguistic capital of New York City as a lens for examining how immigrants form communities in a new land, how those communities are integrated into the wider society, and how they grapple with linguistic and cultural loss. Interdisciplinary with an experiential learning component, the course will focus on texts, materials, encounters, and fieldwork with three of the city’s newest and least-studied indigenous immigrant communities (indigenous Latin Americans, Himalayans, and Central Asians).Indigeneity, though often invisible or perceived as marginal in global cities like New York, is in fact pervasive and fundamental. Cities now constitute a crucial site for understanding migration and cultural change, with language a vehicle for culture. Studying cultures only in situ (i.e. in their homelands) risks missing a crucial dimension. Students will be immersed in stateless, oral, immigrant cultures while also gaining a hands-on critical understanding of language endangerment and urban sociolinguistic research, first through field experiences and guest speakers (Endangered Language Alliance partners) and then by going out together into communities to work on projects in small teams. The Endangered Language Alliance (ELA), where the instructor is Co-Director, was formed as a non-profit research institute in 2010 as a forum for researchers, community members, activists, artists, and other New Yorkers to come together to support indigenous and minority languages. ELA’s video recordings provide first-hand testimony of endangered languages in the global city – in indigenous languages with English translation – available in few other places. Those texts will be central to this course, supplemented by the new,first-ever, detailed language map of New York City being produced by ELA",https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING UN3997 Supervised Individual Research. .,N/A,N/A,N/A,N/A,N/A,2-4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING UN3998 Supervised Individual Research. .,N/A,N/A,N/A,N/A,N/A,2-4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING GU4108 LANGUAGE HISTORY. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: LING UN3101 LING W3101.
Prerequisites: LING UN3101 Language, like all components of culture, is structured and conventional, yet can nevertheless change over time. This course examines how language changes, firstly as a self-contained system that changes organically and autonomously, and secondly as contextualized habits that change in time, in space, and in communities. Workload: readings ＆ discussion, weekly problems, and final examination",https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING GU4171 LANGUAGES OF AFRICA. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING GU4172 The Structure of Cambodian. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING GU4190 DISCOURSE ANALYSIS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: LING UN3101 LING W3101.
Prerequisites: LING UN3101 How discourse works; how language is used: oral vs. written modes of language; the structure of discourse; speech acts and speech genres; the expression of power; authenticity; and solidarity in discourse, dialogicity, pragmatics, and mimesis",https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING GU4206 ADV GRAMMAR AND GRAMMARS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: LING UN3101 LING W3101.
An investigation of the possible types of grammatical phenomena (argument structure, tense/aspect/mood, relative clauses, classifiers, and deixis). This typological approach is enriched by the reading of actual grammars of languages from Asia, Africa, Australia, and the Americas in which gramatical descriptions are read with an eye to important notional concepts of grammar: reference and categorization, case and role of arguments with predicates (ergativity), tense/aspect/mood. Discussion of meaning is combined with attention to expression (that is, morphology), which yanks our attention towards language change (grammaticalization)",https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,LING GU4903 SYNTAX. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: LING UN3101 LING W3101.
Prerequisites: LING UN3101 Syntax - the combination of words - has been at the center of the Chomskyan revolution in Linguistics. This is a technical course which examines modern formal theories of syntax, focusing on later versions of generative syntax (Government and Binding) with secondary attention to alternative models (HPSG, Categorial Grammar)",https://bulletin.columbia.edu/columbia-college/departments-instruction/linguistics/
N/A,MATH UN3007 COMPLEX VARIABLES. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: MATH UN1202 MATH V1202. An elementary course in functions of a complex variable.
Prerequisites: MATH UN1202 An elementary course in functions of a complex variable. Fundamental properties of the complex numbers, differentiability, Cauchy-Riemann equations. Cauchy integral theorem. Taylor and Laurent series, poles, and essential singularities. Residue theorem and conformal mapping.(SC)",https://bulletin.columbia.edu/columbia-college/departments-instruction/mathematics/
N/A,MATH UN3901 SUPERVISED READINGS I. .,N/A,N/A,N/A,N/A,N/A,1.00-3.00 points,N/A,"Prerequisites: the written permission of the staff member who agrees to act as sponsor (sponsorship limited to full-time instructors on the staff list), as well as the director of undergraduate studies' permission. The written permission must be deposited with the director of undergraduate studies before registration is completed.
Prerequisites: The written permission of the faculty member who agrees to act as sponsor (sponsorship limited to full-time instructors on the staff list), as well as the permission of the Director of Undergraduate Studies. The written permission must be deposited with the Director of Undergraduate Studies before registration is completed. Guided reading and study in mathematics. A student who wishes to undertake individual study under this program must present a specific project to a member of the staff and secure his or her willingness to act as sponsor. Written reports and periodic conferences with the instructor. Supervising Readings do NOT count towards major requirements, with the exception of an advanced written approval by the DUS",https://bulletin.columbia.edu/columbia-college/departments-instruction/mathematics/
N/A,MATH GU4155 PROBABILITY THEORY. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: MATH GU4061 or MATH UN3007 MATH W4061 or MATH V3007.
Prerequisites: MATH GU4061 or MATH UN3007 A rigorous introduction to the concepts and methods of mathematical probability starting with basic notions and making use of combinatorial and analytic techniques. Generating functions. Convergence in probability and in distribution. Discrete probability spaces, recurrence and transience of random walks. Infinite models, proof of the law of large numbers and the central limit theorem. Markov chains",https://bulletin.columbia.edu/columbia-college/departments-instruction/mathematics/
N/A,MATH GU4391 INTRO TO QUANTUM MECHANICS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course will focus on quantum mechanics, paying attention to both the underlying mathematical structures as well as their physical motivations and consequences. It is meant to be accessible to students with no previous formal training in quantum theory. The role of symmetry, groups and representations will be stressed",https://bulletin.columbia.edu/columbia-college/departments-instruction/mathematics/
N/A,MATH GU4392 INTRO TO QUANTUM MECHANICS II. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/mathematics/
N/A,MDES UN1001 CRITICAL THEORY: A GLOBAL PERSPECTIVE. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"The purpose of this foundational course is to introduce Columbia undergraduate students, in the context of their Global Core curriculum, to the seminal field of critical theory. The historical domain of this course is within the last century and its geographical spectrum is global. European critical thinkers are included in this course but not privileged. Thinkers from Asia, Africa, Europe, North, South, and Latin America, are examined here in chronological order and in equal democratic footing with each other. This course as a result is decidedly cross-cultural, one step forward towards de-alienating critical thinkers from around the globe and the issues they address without pigeonholing them as something “other” or “different.” The course is designed and offered in the true spirit of the “Global Core.” The purpose of the course is to reach for the common denominator of serious critical thinking about the fate of our humanity and the health of our social relations in an increasingly fragile world—where the false binaries of “the West” and “the Rest” no longer hold. The roster of critical thinkers we will examine is by no means exhaustive but representative. Any number of other critical thinkers can be added to this roster but none of those we will examine can be excluded from them. The course is divided into thirteen successive weeks and for each week a number of seminal, original, and groundbreaking texts are identified. Each week we will examine selected passages from these texts. The course is designed as a lecture course, and my lectures are based on the totality of these texts but students will be assigned specific shorter passages to read",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,ASCM UN2003 INTRO TO ISLAMIC CIVILIZATION. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Lecture and recitation. Islamic civilization and its characteristic intellectual, political, social, and cultural traditions up through 1800. Note: Students must register for a discussion section, ASCM UN2113",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,"MDES UN2004 Conflicts: Race, Region, Religion. .",N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prior to “conflict resolution,” there is conflict. But what is conflict and how do we understand it? This introductory lecture course proposes to explore established objects in their presumed ties to the fact and concept of “conflict.” We will inquire into the nature of conflict as well as into the kinds of conflicts that operate, or seem to operate, perhaps even to structure, the understanding of race, of region, and of religion. We will attend to the solidity and fragility of geographic divisions (regional and trans regional conflicts), their history (modern / premodern, colonial / pre- and post-colonial), the emergence of race (racial and ethnic conflicts), the pertinence of religions (religious strife and violence), their relation to political associations (religion and politics, religion and nationalism) and to other social and/or economic divisions (class, gender). We will interrogate the analytic and descriptive value of keywords like war, enmity, dispute, division, partition. We will also reflect on disciplinary tensions and divisions toward an understanding and perpetuation of conflict. Finally, we will think about the possibility and impossibility of “speaking with the enemy.”",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,ASCM UN2008 CONTEMP ISLAMIC CIVILIZATION. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Lecture and recitation. No previous study of Islam is required. The early modern, colonial, and post-colonial Islamic world studied through historical case studies, translated texts, and recent anthropological research. Topics include Sufism and society, political ideologies, colonialism, religious transformations, poetry, literature, gender, and sexuality",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN2012 Finding Happiness: Readings in Arab-Islamic Texts. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"The quest for happiness predates writing itself. In this course, we read together some of the monumental and foundational texts that questioned, interrogated, but also defined and redefined happiness from the premodern Arab-Islamic tradition. Is happiness an absence of something or the presence of something? Is it found or actively pursued? Is one happy being alone or in a society? Are friends necessary to our happiness? Is the perfection of the self, morals, and character happiness? Emphasis lies on the exploration of the themes of the assigned works through close reading and discussion. The course will pay additional attention to the contextualization of the texts. Emphasis lies on the active study of the assigned works through close reading, discussion, and creative assignments",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN2042 South Asia at the Crossroads of Empires. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"In this course we will study the late colonial and early post-colonial periods of South Asian history together. Some of the events we will cover include: the climax of anti-colonial movements in South Asia, WWII as it developed in South and Southeast Asia, the partition of British India, the two Indo-Pakistan wars, and the 1971 Bangladesh War. While we will read selected secondary literature, we will focus on a range of primary sources, including original radio broadcasts and oral history interviews. We will also study artistic interpretations of historical developments, including short stories and films. In this course, we will strive to remain attentive to the important changes engendered by colonialism, while simultaneously recognizing the agency of South Asians in formulating their own modernities during this critical period. We will also seek to develop a narrative of modern South Asian history, which is attentive to parallel and/or connected events in other regions",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN2641 CINEMAS OF INDIA. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course offers an expansive journey through the forms, pleasures, and meanings of Indian cinema. It explores the plural beginnings of popular film; the many competing cinemas produced across India; the diverse protagonists (from vamps to vigilantes) that populate the imagined entity named ‘national cinema’; and the varied audiences addressed by these cinemas. Over the course of the semester, we will watch 15 of the most iconic narrative films produced in India, including Diamond Queen (1940), Awara (1951), Deewar (1975), Roja (1992), Mahanagar (1963), and Bandit Queen (1994). As we voyage with the dynamic, shifting codes and priorities of India’s fiction filmmaking, we also shadow the emergence of the Indian nation and contestations of its coherence",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
